"ReachID";"X";"Y";"MonitoringProgram";"Watershed";"currentms";"tempmaxC";"orgmicropollTU";"saprowqclass";"shade";"Lit_Inp";"C_P";"C_N";"Occurrence.Chironomidae";"Occurrence.Simuliidae";"Occurrence.Limoniidae";"Occurrence.Baetisrhodani";"Occurrence.Baetisalpinus";"Occurrence.Empididae";"Occurrence.Ceratopogonidae";"Occurrence.Elmidae";"Occurrence.Nemouramortoni";"Occurrence.Baetismuticus";"Occurrence.Drususdiscolor";"Occurrence.Protonemuralateralis";"Occurrence.Athericidae";"Occurrence.Gammaridae";"Occurrence.Rhyacophilatristis";"Occurrence.Planariidae";"Occurrence.Leuctrabraueri";"Occurrence.Nemouraminima";"Occurrence.Hydraenidae";"Occurrence.Ecdyonurushelveticus";"Occurrence.Sericostoma";"Occurrence.Habroleptoidesconfusa";"Occurrence.Scirtidae";"Occurrence.Brachypterarisi";"Occurrence.Sphaeriidae";"Occurrence.Blephariceridae";"Occurrence.Odontocerumalbicorne";"Occurrence.Leuctranigra";"Occurrence.Tipulidae";"Occurrence.Drususannulatus";"Occurrence.Dixidae";"Occurrence.Drususbiguttatus";"Occurrence.Metanoeaflavipennis";"Occurrence.Ecdyonurusvenosus";"Occurrence.Habrophlebialauta";"Occurrence.Stratiomyidae";"Occurrence.Potamophylaxcingulatus";"Occurrence.Protonemuraintricata";"Occurrence.Centroptilumluteolum";"Occurrence.Hydropsychesiltalai";"Occurrence.Epeorusassimilis";"Occurrence.Baetislutheri";"Occurrence.Rhithrogenapicteti";"Occurrence.Dugesiidae";"Occurrence.Paraleptophlebiasubmarginata";"Occurrence.Dytiscidae";"Occurrence.Lymnaeidae";"Occurrence.Habroleptoidesauberti";"Occurrence.Isoperlagrammatica";"Occurrence.Capnioneuranemuroides";"Occurrence.Melampophylaxmucoreus";"Occurrence.Ecclisopteryxmadida";"Occurrence.Nemouraflexuosa";"Occurrence.Chaetopteryxvillosa";"Occurrence.Ephemeradanica";"Occurrence.Erpobdellidae";"Occurrence.Allogamusauricollis";"Occurrence.Serratellaignita";"Occurrence.Hydroptila";"Occurrence.Glossiphoniidae";"Occurrence.Ecdyonurustorrentis";"Occurrence.Rhithrogenasemicolorata";"Occurrence.Gyrinidae";"Occurrence.Caenismacrura";"Occurrence.Torleyamajor";"Occurrence.Psychomyiapusilla";"Occurrence.Hydropsycheincognita";"Occurrence.Protonemurameyeri";"Occurrence.Baetisvardarensis";"Occurrence.Caenisluctuosa";"Occurrence.Hydropsycheangustipennis";"Occurrence.Gomphidae";"Occurrence.Besdolusimhoffi";"Occurrence.Cheumatopsychelepida";"Occurrence.Micrasemasetiferum";"Occurrence.Nemouraavicularis";"Occurrence.Ithytrichia";"Occurrence.Leuctramajor";"Occurrence.Philopotamusludificatus";"Occurrence.Metanoearhaetica";"Occurrence.Rhithrogenaputhzi";"Occurrence.Epeorusalpicola";"Occurrence.Protonemuranimborum";"Occurrence.Chloroperlasusemicheli";"Occurrence.Leuctrahippopus";"Occurrence.Hydropsychetenuis";"Occurrence.Amphinemurasulcicollis";"Occurrence.Cryptothrixnebulicola";"Occurrence.Isoperlarivulorum";"Occurrence.Rhyacophilapraemorsa";"Occurrence.Rhyacophilapubescens";"Occurrence.Cordulegastridae";"Occurrence.Electrogenaujhelyii";"Occurrence.Siphonoperlatorrentium";"Occurrence.Sialidae";"Occurrence.Nemouramarginata";"Occurrence.Rhithrogenaloyolaea";"Occurrence.Protonemurabrevistyla";"Occurrence.Rhyacophilaintermedia";"Occurrence.Rhithrogenaalpestris";"Occurrence.Ecdyonuruspicteti";"Occurrence.Drususmelanchaetes";"Occurrence.Rhithrogenadegrangei";"Occurrence.Leuctraschmidi";"Occurrence.Dictyogenusalpinus";"Occurrence.Drususmuelleri";"Occurrence.Rhyacophilaglareosa";"Occurrence.Drususnigrescens";"Occurrence.Hydropsycheinstabilis";"Occurrence.Melampophylaxmelampus";"Occurrence.Tinodesunicolor";"Occurrence.Potamopyrgusantipodarum";"Occurrence.Rhyacophilahirticornis";"Occurrence.Thaumaleidae";"Occurrence.Rhithrogenagrischuna";"Occurrence.Rhyacophilarectispina";"Occurrence.Drususalpinus";"Occurrence.Isoperlacarbonaria";"Occurrence.Catagapetusnigrans";"Occurrence.Leuctraarmata"
"CH071TGRh";712330;264343;"NAWA TREND";"RheinabBS";0.497744264454122;20.2828449272504;-0.659055266980271;2;0.3346152;281.441478388989;0.0381904121421469;3.46203451668765;1;1;0;1;0;0;0;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;1;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH066ZHRh";703828;255510;"NAWA TREND";"RheinabBS";0.583540295056539;19.4850542175465;-1.47681643278829;1;0.1780644;38.8469866982645;0.0100384560163211;1.25621171071416;1;1;1;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH073TGRh";744157;268389;"NAWA TREND";"RheinabBS";0.320604876567283;19.3079601710488;-0.332371890105761;2;0.6;606.164731675923;0.0490371880778954;5.58316231833475;1;0;0;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;0;1;0;0;NA;0;NA;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;1;0;0;0;0;1;NA;0;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH115AIRh";750019;243282;"NAWA TREND";"RheinabBS";0.691005548203269;15.5565267174132;-2.23214507441137;1;0.23121;57.7181028374736;0.00852749532710488;1.10768392049315;1;1;1;1;1;0;0;1;1;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH027SGRh";724298;250473;"NAWA TREND";"RheinabBS";0.418519462881205;17.613944198954;-1.66072663649033;1;0.1361022;26.1205550137534;0.0123183573660903;1.54919158508594;1;1;1;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;1;1;0;0;NA;1;NA;0;1;0;NA;NA;1;0;0;1;NA;0;1;0;1;1;0;1;0;0;NA;0;NA;1;NA;1;NA;0;0;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH067BLRh";620950;264930;"NAWA TREND";"RheinabBS";0.498223749116977;21.9627797422032;-0.713921714074805;2;0.3339804;144.150984076078;0.0309820200565992;3.68896683552633;1;1;0;1;0;0;0;1;0;0;NA;NA;0;1;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;1;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH011SORh";607744;250786;"NAWA TREND";"RheinabBS";0.428171027775759;18.6350206200476;-1.23654728686827;1;0.4528662;386.284544023016;0.00730346646512085;0.944224513855172;1;0;1;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;1;0;0;0;NA;1;NA;0;1;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;1;NA;1;NA;0;0;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH044ZHRh";691163;248330;"NAWA TREND";"RheinabBS";0.39517079989558;21.4540704189143;-0.716731895554413;2;0.5123808;125.191517539979;0.0408419191371247;4.88785398461747;1;1;1;1;0;0;1;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;1;1;0;1;0;0;0;0;1;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH036AGRh";641500;265545;"NAWA TREND";"RheinabBS";0.486568781784922;21.3324420818835;-0.833796209649343;1;0.6;561.766756566297;0.0284960036726202;2.70321446475617;1;0;0;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH025SGRh";745537;258250;"NAWA TREND";"RheinabBS";0.698876594471789;19.1159498609824;-1.36645871681999;1;0;6.84810497417797;0.0168060161085609;2.15533224591753;1;1;0;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH046ZHRh";694950;244939;"NAWA TREND";"RheinabBS";0.618904324577658;19.8403213126627;-0.673506616074096;2;0.6;487.495949956855;0.0332596224410538;4.16969783161758;1;0;0;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH041ZHRh";685998;264982;"NAWA TREND";"RheinabBS";0.731325567576045;22.019414609984;-0.891540733952005;2;0.2076924;45.9601236871823;0.0331394940197894;3.82580730027338;1;1;0;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;1;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH028SGRh";729400;256250;"NAWA TREND";"RheinabBS";0.496620029751063;19.4866865402515;-0.786895701297669;2;0.1161288;42.1152826173037;0.0300846535034622;3.90193548333296;1;1;0;1;0;0;1;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;1;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH087JURh";597523;249370;"NAWA TREND";"RheinabBS";0.780975775308742;21.2281911631347;-1.42391640964814;1;0.2089458;70.3305289629854;0.0187729968477557;2.04918453697934;1;1;0;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH134BERh";596389;240411;"NAWA TREND";"RheinabBS";0.635978832523074;19.351551445246;-1.49297967428973;1;0.598071;404.290397033195;0.0172554863916465;2.08339114357999;1;0;1;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"CH043ZHRh";678123;269619;"NAWA TREND";"RheinabBS";0.832981926543348;22.8770815163552;-0.6240959632227;2;0.0933336;30.5781597458006;0.0475195360162139;5.63822146754361;1;1;0;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"584243Rh";584000;243405;"BDM";"RheinabBS";0.355141315479631;16.9007611923339;-1.35499739767487;1;0.4733766;341.2699714482;0.0261389916661892;2.39955108525502;1;1;1;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;1;1;0;0;1;1;0;0;NA;1;NA;0;1;0;NA;NA;1;0;0;1;NA;0;1;0;1;1;0;1;0;0;NA;0;NA;1;NA;1;NA;0;1;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"590235Rh";590652;236000;"BDM";"RheinabBS";0.730411005470687;15.0525757203188;-2.44702428425511;1;0.6;224.092612808366;0.00695988755645864;0.886626975927102;1;0;1;1;1;0;0;1;1;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"590243Rh";590000;243099;"BDM";"RheinabBS";0.999950890453607;19.3979225121966;-1.5693905488204;1;0.5041536;358.891402525103;0.0157120053557359;1.66667500736635;1;0;1;1;0;0;0;1;0;0;NA;NA;0;0;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"596235Rh";596304;236000;"BDM";"RheinabBS";0.853965709821992;13.0647260227764;-2.68302717219348;1;0.350799;485.995084442388;0.0170995609052845;1.67879612944743;1;1;1;1;1;0;0;1;1;0;NA;NA;0;0;0;0;1;0;1;1;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;1;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"584251Rh";585010;251670;"Other programs";"RheinabBS";0.22855273589761;13.6388277410197;-2.03838800512253;1;0.5598726;515.55203313716;0.0122626284044694;1.35215195165372;1;0;1;1;0;0;1;1;0;0;NA;NA;0;1;0;0;1;1;1;0;0;1;1;0;0;NA;1;NA;0;0;1;NA;NA;1;0;0;1;NA;0;0;0;0;0;0;1;0;0;NA;0;NA;1;NA;1;NA;0;0;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"716251Rh";716000;251021;"BDM";"RheinabBS";0.683289399946346;15.5265921365784;-3.19385667115901;1;0.5104764;505.451659089211;0.00764935529672428;1.0137000159452;1;0;1;1;1;0;0;1;1;0;NA;NA;0;0;0;0;1;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;0;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"716267Rh";716000;267537;"BDM";"RheinabBS";0.387547532032195;15.6314388671994;-0.820283744162088;2;0.4070064;361.043366199151;0.035892538556053;3.41570387269162;1;1;1;1;0;0;1;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;1;1;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;1;1;0;1;1;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"740243Rh";740973;244000;"BDM";"RheinabBS";0.514625535509277;13.2300443761948;-4;1;0.6;401.761257206199;0.0126847597673713;1.55261972892591;1;0;1;1;1;0;1;1;1;1;NA;NA;0;0;1;0;1;1;1;1;1;1;1;1;0;NA;1;NA;0;1;1;NA;NA;1;0;0;1;NA;0;0;0;1;0;0;0;0;0;NA;1;NA;1;NA;1;NA;0;0;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"722267Rh";722000;267859;"BDM";"RheinabBS";0.372525877259892;17.0103309830006;-0.415523095880136;2;0.6;468.62608797488;0.0521441343897188;4.4631673556333;1;0;0;1;0;0;1;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;1;0;0;NA;0;NA;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"716275Rh";717000;275691;"Other programs";"RheinabBS";0.324901106329869;15.0555306189661;-0.554196348048325;2;0.6;462.757235062435;0.053481963269083;4.59836826040009;1;0;0;1;0;0;1;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;1;0;0;NA;0;NA;0;0;0;NA;NA;0;0;0;0;NA;0;0;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"722251Rh";722790;252000;"BDM";"RheinabBS";0.545203070551454;16.5101230155128;-1.30309189505284;2;0.5121018;549.014100426774;0.0212128690400442;2.45153398341173;1;0;1;1;0;0;0;1;0;1;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;1;0;0;0;NA;0;0;0;1;0;0;0;0;0;NA;1;NA;0;NA;0;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"740235Rh";740192;236000;"BDM";"RheinabBS";0.521922868556273;9.00067245521949;-4;1;0.5022366;527.347486193805;0.00347372477013758;0.566798556882783;1;0;1;1;1;0;0;0;1;1;NA;NA;0;0;0;0;1;1;1;1;1;0;1;0;0;NA;1;NA;0;1;1;NA;NA;1;0;0;1;NA;0;0;0;0;0;0;0;0;0;NA;1;NA;0;NA;1;NA;0;0;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"728267Rh";728869;267000;"BDM";"RheinabBS";0.178276484891809;16.469153161652;-0.468252655092247;2;0.3076434;347.249744831752;0.0396385650697908;3.60076685461577;1;1;0;1;0;0;1;1;0;0;NA;NA;0;1;0;0;0;0;1;0;0;0;0;0;0;NA;0;NA;0;0;0;NA;NA;0;0;0;0;NA;0;1;0;1;0;0;0;0;1;NA;0;NA;0;NA;0;NA;0;1;NA;NA;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;1;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"734243Rh";734701;244000;"BDM";"RheinabBS";0.364092191196719;10.1126749483187;-4;1;0.6;464.698580384992;0.0133641401587965;1.62533116406203;1;0;1;1;1;0;1;1;1;1;NA;NA;0;1;0;0;1;1;1;1;1;1;1;1;0;NA;1;NA;0;1;1;NA;NA;1;0;0;1;NA;0;0;0;0;0;0;0;0;0;NA;1;NA;1;NA;1;NA;0;0;NA;NA;0;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0;0;0;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
